Code Client;Civilite;Nom;Prenom;Adresse1;CodePostal;Commune;Date Naissance;Date entrée en relation;Email;Twitter;facebook;Klout;Points;AppMobile;Magasin;Newsletter;score parfums BIO;score soleil des iles
3107898;Mme;PANNIER;Gaelle;;63380;LANDOGNE;29-sept-76;26-déc-15;PANNIER@yahoo.fr;;PANNIER@facebook.fr;10;221;0;Montparnasse;0;1;0
4795928;Mr;GOLASOWSKI;Anne;17 A AVENUE DE LA GARE;63430;PONT DU CHATEAU;27-oct-89;17-juil-16;GOLASOWSKI@yahoo.fr;http://twitter.com/GOLASOWSKI;GOLASOWSKI@facebook.fr;13;33;0;Montparnasse;1;0;1
2901509;Mme;MORAGUES;NICOLE;;63440;CHAMPS;19-août-80;15-oct-15;MORAGUES@yahoo.fr;;NICOLE.MORAGUES@facebook.com;34;85;0;Montparnasse;0;1;1
2403046;Mme;TABONES;Gabriel;16 CLERMONT FERRAND;63530;SAYAT;27-janv-92;12-févr-16;Gabriel.TABONES@free.fr;http://twitter.com/TABONES;TABONES@facebook.fr;36;66;0;Wagram;0;1;0
4424584;Mr;DRO;Pierre;16 RUE DES LOUBATIERES;63800;COURNON DAUVERGNE;19-nov-58;15-oct-15;DRO@yahoo.fr;;;25;37;0;Wagram;1;0;0
2563314;Mme;BOURDON;Helene;14 ROUTE DE LIGNAT;63800;SAINT GEORGES SUR ALLIER;10-avr-82;25-mars-15;Helene.BOURDON@icloud.com;;;1;116;1;Wagram;0;0;1
4160684;Mlle;DE CRAENE;Joelle;;64000;PAU;22-janv-99;04-août-15;Joelle_DE CRAENE@outlook.fr;http://twitter.com/DE CRAENE;DE CRAENE@facebook.fr;22;54;1;Montparnasse;1;1;0
3891053;Mme;DONKER;Anne;40 RUE DE MASURE;64100;BAYONNE;11-mai-74;09-sept-15;Anne.DONKER@gmail.com;http://twitter.com/DONKER;Anne.DONKER@facebook.com;6;199;0;Montparnasse;0;0;1
2418257;Mlle;PICHAVANT;Maryvonne;2 RUE PORT VEUF;64100;BAYONNE;04-oct-85;31-mars-16;Maryvonne.PICHAVANT@free.fr;http://twitter.com/Maryvonne.PICHAVANT;Maryvonne.PICHAVANT@facebook.com;2;33;0;Montparnasse;0;0;1
3642763;Mme;RUIZ;Virginie;45? AV LALANNE;64140;BILLERE;06-août-80;21-sept-15;RUIZ@yahoo.fr;http://twitter.com/RUIZ;;22;143;0;Wagram;0;1;1
2767116;Mme;CHASSAING;Ourdia;51 ALLEE DES JONQUILLES;64150;LAGOR;05-févr-71;09-oct-16;CHASSAING@yahoo.fr;http://twitter.com/CHASSAING;Ourdia.CHASSAING@facebook.com;21;74;0;Montparnasse;0;1;1
5866160;Mme;DE CHATEAU THIER;SOPHIE;;64480;USTARITZ;23-mai-75;24-avr-16;SOPHIE.DE CHATEAU THIER@free.fr;http://twitter.com/DE CHATEAU THIER;SOPHIE.DE CHATEAU THIER@facebook.com;4;51;0;Wagram;0;1;0
3011830;Mme;CLAEYS;ANNE-MARIE;20 ALLEE DES BASQUES;64500;CIBOURE;12-mai-92;24-janv-15;ANNE-MARIE.CLAEYS@free.fr;http://twitter.com/ANNE-MARIE.CLAEYS;ANNE-MARIE.CLAEYS@facebook.com;44;88;0;Montparnasse;0;0;1
2274005;Mlle;PAIN;Martine;31 LOTISSEMENT OYHANTO;64990;LAHONCE;27-avr-95;09-oct-16;PAIN@yahoo.fr;;;17;74;1;Montparnasse;0;1;1
2611780;Mme;BONIFACE;Francoise;2 RUE MONTESQUIE;65000;TARBES;04-mai-87;08-nov-15;Francoise.BONIFACE@icloud.com;;BONIFACE@facebook.fr;9;10;0;Wagram;0;0;0
2580911;Mme;ZLOTEK;Isabelle;24 BD DU MARTINET;65000;TARBES;07-sept-84;30-mai-16;ZLOTEK@yahoo.fr;;;79;172;0;Montparnasse;0;1;0
2685229;Mlle;CHARRUEL;Patricia;149 AVENUE DE BAREGE;65120;ESQUIEZE SERE;07-août-94;14-nov-16;CHARRUEL@yahoo.fr;;;13;161;0;Montparnasse;0;1;1
2414205;Mme;DROZ;Daniele;31 RUE DES FRERES FERRERE;65200;ASTE;03-nov-97;20-déc-16;Daniele.DROZ@gmail.com;;;8;86;1;Montparnasse;0;1;0
2730578;Mme;CHAUSSARD;Valerie;400 ROUTE DE LABARTH;65300;LANEMEZAN;31-oct-87;16-août-15;CHAUSSARD@yahoo.fr;http://twitter.com/CHAUSSARD;Valerie.CHAUSSARD@facebook.com;29;145;0;Montparnasse;0;0;0
2688096;Mme;FRYMET;MARIE PAULE;11 RAMBLA VERTE FEUILLE;66100;PERPIGNAN;28-janv-95;09-sept-15;MARIE PAULE.FRYMET@icloud.com;;;66;176;0;Montparnasse;0;0;1
6959916;Mme;GHOBRIL;LOUISE;07 impasse des sources;66170;millas;29-juil-92;02-nov-16;GHOBRIL@yahoo.fr;http://twitter.com/GHOBRIL;;2;148;0;Montparnasse;1;1;0
2273448;Mme;CABANOU;Flamine;3 B AVENUE DES CEPAGES;66180;VILLENEUVE DE LA RAHO;09-août-80;19-mars-16;Flamine.CABANOU@free.fr;http://twitter.com/Flamine.CABANOU;CABANOU@facebook.fr;20;39;1;Montparnasse;0;1;1
4445550;Mme;BADUEL;Nicole;14 RUE LOUIS GRAS;66200;ELNE;08-mars-92;06-mai-16;Nicole.BADUEL@icloud.com;http://twitter.com/BADUEL;BADUEL@facebook.fr;5;5;0;Montparnasse;0;0;0
3595864;Mr;ZOHIN;STEPHANE;03 AVENUE PABLO PICASSO;66250;ST LAURENT DE LA SALANQUE;15-janv-85;16-août-15;ZOHIN@yahoo.fr;;STEPHANE.ZOHIN@facebook.com;18;131;0;Montparnasse;0;1;1
2827816;Mme;BOURGOIS;Sandrine;2 RUE VOLTAIRE;66380;PIA;04-nov-90;14-nov-16;Sandrine_BOURGOIS@outlook.fr;http://twitter.com/Sandrine.BOURGOIS;;17;24;0;Montparnasse;0;1;0
3857598;Mme;DEPUTIER;Christelle;4 RUE DES CEDRES;66700;ARGELES SUR MER;06-févr-96;13-mars-15;Christelle.DEPUTIER@icloud.com;http://twitter.com/DEPUTIER;;102;47;0;Montparnasse;0;1;1
5141993;Mme;BASTOK;Danielle;48 RUE DE ZURICH;67000;STRASBOURG;21-sept-89;24-janv-15;Danielle.BASTOK@gmail.com;;BASTOK@facebook.fr;8;86;0;Montparnasse;0;1;1
3034633;Mlle;XABADA;ROSA;10 RUE DE LABLETTE;67000;STRASBOURG;23-nov-92;20-déc-16;ROSA.XABADA@icloud.com;;XABADA@facebook.fr;43;5;0;Montparnasse;0;1;1
5178484;Mme;MOREL;Monique;14 RUE DE KAYSERSBERG;67100;STRASBOURG;29-oct-95;27-oct-15;MOREL@yahoo.fr;;;5;108;0;Montparnasse;0;0;1
4133668;Mlle;BEN;CAROLE;51 RUE STÉPHANIE;67100;STRASBOURG;08-mai-78;20-nov-15;CAROLE.BEN@free.fr;;BEN@facebook.fr;38;45;0;Montparnasse;0;0;1
2822959;Mme;DALMAZ;Francoise;34 RUE DES CAILLES;67100;STRASBOURG;22-juin-70;07-mars-16;Francoise.DALMAZ@free.fr;;;69;175;1;Wagram;0;0;0
2469542;Mlle;AGNELLI;Magalie;54 A FAUBOURG DE NIEDERBRONN;67110;REICHSHOFFEN;03-août-79;03-sept-16;AGNELLI@yahoo.fr;http://twitter.com/Magalie.AGNELLI;AGNELLI@facebook.fr;23;99;0;Montparnasse;0;1;0
6031534;Mlle;JEANGOUT;Delphine;8 A RUE DU CHEVREUIL;67170;GEUDERTHEIM;08-janv-74;06-avr-15;JEANGOUT@yahoo.fr;;JEANGOUT@facebook.fr;80;28;0;Montparnasse;0;0;1
5171574;Mme;BOUMAHDAF;Jaqueline;11 RUE DES COMTES;67200;STRASBOURG;26-juil-86;23-juin-16;Jaqueline_BOUMAHDAF@outlook.fr;;;18;129;0;Montparnasse;0;0;0
3296799;Mme;RICHARD;Daniele;11 RUE KURNAGEL;67200;STRASBOURG;24-juin-88;09-sept-15;Daniele.RICHARD@gmail.com;;RICHARD@facebook.fr;9;28;0;Montparnasse;1;1;1
3092456;Mme;GAUTHIER;Martine;4 OTTO BACK;67200;STRASBOURG;31-déc-89;24-janv-15;Martine_GAUTHIER@outlook.fr;;GAUTHIER@facebook.fr;21;99;0;Montparnasse;1;0;1
4177397;Mme;ARCHIPPE;ANNABEL;9 RUE DU GENERAL DE GAULLE;67230;BENFELD;24-janv-75;11-juil-15;ARCHIPPE@yahoo.fr;http://twitter.com/ANNABEL.ARCHIPPE;;16;131;0;Wagram;0;0;0
5000522;Mlle;CAMBRAY;Catherine;2 RUE DE L AVOINE;67240;OBERHOFFEN;14-déc-70;14-déc-15;CAMBRAY@yahoo.fr;;Catherine.CAMBRAY@facebook.com;39;86;0;Montparnasse;0;0;1
2458187;Mme;EYRAUD;MICHELE;55 A RUE DE SCHIRRHEIM;67240;OBERHOFFEN SUR MODER;03-juin-86;21-sept-15;MICHELE.EYRAUD@gmail.com;http://twitter.com/EYRAUD;;52;41;0;Wagram;0;1;0
6064394;Mr;VOLANTE;Louis;15 RUE DES MANTEAUX ROUGES;67270;HOCHFELDEN;12-nov-68;11-juin-16;Louis.VOLANTE@gmail.com;http://twitter.com/Louis.VOLANTE;Louis.VOLANTE@facebook.com;4;61;0;Montparnasse;0;0;1
2696367;Mme;DORMY;BRIGITTE;15 RUE DU HOUBLON;67270;SCHAFFHOUSE SUR ZORN;21-juil-76;22-août-16;BRIGITTE.DORMY@icloud.com;http://twitter.com/DORMY;DORMY@facebook.fr;43;12;0;Montparnasse;0;1;0
7423803;Mme;VIVNAUX;Thai Phuong;7 RUE DE LA FONTAINE;67290;ZITTERSHEIM;20-nov-96;14-nov-16;Thai Phuong_VIVNAUX@outlook.fr;;;36;151;0;Montparnasse;0;1;0
4978754;Mme;LELEU;Catherine;7 RUE DU WEINBAECHEL;67340;INGWILLER;30-juil-77;04-août-15;Catherine.LELEU@gmail.com;;;20;130;0;Montparnasse;0;1;1
5651879;Mme;SCHOTT;VIRGINIE;24 RUE DES VIGNES;67400;ILLKIRCH GRAFFENSTADEN;13-déc-92;14-nov-16;SCHOTT@yahoo.fr;;SCHOTT@facebook.fr;55;91;0;Montparnasse;1;1;0
5142001;Mme;MALOD;Colette;2 IMPASSE DE LA MESANGE;67490;ALTENHEIM;30-août-90;31-mars-16;Colette.MALOD@free.fr;;MALOD@facebook.fr;62;113;0;Montparnasse;0;0;1
3148434;Mme;VAUBAILLON;LINE;13 rue du marschal de contades;67500;haguenau;24-déc-99;26-nov-16;LINE_VAUBAILLON@outlook.fr;http://twitter.com/VAUBAILLON;LINE.VAUBAILLON@facebook.com;12;185;0;Montparnasse;0;1;0
2841132;Mme;LEMAIN;FRANCOISE;70 A ROUTE DE STRASBOURG;67500;HAGUENAU;26-juil-81;19-janv-16;FRANCOISE.LEMAIN@free.fr;;FRANCOISE.LEMAIN@facebook.com;122;66;0;Wagram;0;0;1
2493137;Mme;GIRARDIN;Michele;27 RUE CHAPELLE DE LA CROIX;67500;HAGUENAU;08-août-80;16-août-15;Michele.GIRARDIN@gmail.com;;;36;176;0;Montparnasse;0;0;1
2344635;Mme;NOUJAIM;Catherine;13 rue des acacias;67500;HAGUENAU;05-mars-87;09-sept-15;Catherine.NOUJAIM@icloud.com;http://twitter.com/NOUJAIM;Catherine.NOUJAIM@facebook.com;25;39;0;Montparnasse;0;1;0
2341891;Mme;KOBLIK;Nadine;23 RUE DU GÉNÉRAL DE GAULLE;67620;SOUFFLENHEIM;03-mars-92;12-mai-15;Nadine.KOBLIK@free.fr;;;37;6;0;Montparnasse;0;1;0
966788;Mme;NGUYEN;LYDIE;15 RUE DES 3 DUGOIS;67670;MOMMENHEIM;27-janv-91;09-oct-16;LYDIE.NGUYEN@free.fr;http://twitter.com/LYDIE.NGUYEN;LYDIE.NGUYEN@facebook.com;16;29;0;Montparnasse;0;0;0
5741145;Mme;COGORDAN;Daniele;3 RUE DE LA GARE;67670;MOMMENHEIM;13-juil-76;23-juin-16;Daniele_COGORDAN@outlook.fr;;Daniele.COGORDAN@facebook.com;38;20;0;Montparnasse;0;0;1
2478495;Mlle;MENSA;Gabrielle;;67690;HATTEN;16-sept-93;18-mai-16;Gabrielle.MENSA@gmail.com;http://twitter.com/Gabrielle.MENSA;MENSA@facebook.fr;21;6;0;Montparnasse;0;1;0
2478616;Mme;JOLY;JEANE;14 RUE DES CHENES;67690;HATTEN;08-avr-91;17-juin-15;JOLY@yahoo.fr;;;6;58;0;Montparnasse;0;1;1
4627227;Mme;WOLFF;Patricia;8 RUE EDMOND ABOUT;67700;SAVERNE;28-oct-69;30-mai-16;Patricia.WOLFF@gmail.com;http://twitter.com/Patricia.WOLFF;Patricia.WOLFF@facebook.com;2;45;0;Wagram;0;0;1
2580840;Mr;DEVISME;Didier;20 RUE DU GENERALE HOCHE;67760;GAMBSHEIM;22-févr-89;24-avr-16;Didier.DEVISME@gmail.com;;Didier.DEVISME@facebook.com;30;134;0;Montparnasse;0;0;1
4399576;Mme;DUBROUILLON;Valerie;6 RUE DOSLO;68000;COLMAR;28-juin-91;11-juil-15;Valerie.DUBROUILLON@free.fr;http://twitter.com/DUBROUILLON;Valerie.DUBROUILLON@facebook.com;19;9;0;Montparnasse;0;1;1
3069535;Mme;FOUGERAT;Jacqueline;33KREBSWEG;68000;COLMAR;20-mai-87;04-août-15;Jacqueline.FOUGERAT@gmail.com;;FOUGERAT@facebook.fr;28;26;0;Montparnasse;0;1;1
2805709;Mme;ALBERT;Muriel;4D RUE HOUBLONNIERE;68000;COLMAR;29-janv-92;01-janv-17;Muriel.ALBERT@free.fr;;;3;91;0;Montparnasse;0;0;1
2463012;Mme;JOUBERT;Frederique;10 RUE DES 3 EPIS;68000;COLMAR;20-mai-86;20-nov-15;Frederique.JOUBERT@gmail.com;http://twitter.com/Frederique.JOUBERT;;22;40;0;Montparnasse;1;0;0
4815138;Mme;BALLBE;ANIES;1 RUE DU VENTRON;68100;MULHOUSE;08-janv-89;27-sept-16;BALLBE@yahoo.fr;;BALLBE@facebook.fr;13;110;0;Montparnasse;0;1;1
3494113;Mme;KRIEF;GAELLE;9 RUE DE CHALINDREY;68100;MULHOUSE;29-oct-91;27-sept-16;KRIEF@yahoo.fr;http://twitter.com/KRIEF;KRIEF@facebook.fr;28;259;0;Montparnasse;1;1;1
2657806;Mme;BEAUPERE;Stephanie;70 AVENUE ROBERT SCHUMAN;68100;MULHOUSE;17-oct-81;23-juin-16;Stephanie.BEAUPERE@icloud.com;;BEAUPERE@facebook.fr;31;145;0;Montparnasse;0;1;1
3554155;Mme;MASCLET;Pierre;6 H RUE DE RIXHEIM;68110;ILLZACH;01-mai-93;28-août-15;Pierre_MASCLET@outlook.fr;http://twitter.com/MASCLET;MASCLET@facebook.fr;58;96;0;Montparnasse;0;0;0
2410776;Mme;GABORIT;Brigitte;4 RUE DU SAULE;68110;ILLZACH;24-avr-87;24-mai-15;Brigitte.GABORIT@free.fr;;;70;0;0;Montparnasse;1;0;1
5178129;Mme;DOUBLET;Sandra;6 RUE DE L ASPIRANT VALLON;68120;PFASTATT;29-sept-78;30-avr-15;Sandra.DOUBLET@gmail.com;http://twitter.com/Sandra.DOUBLET;DOUBLET@facebook.fr;22;97;0;Montparnasse;0;0;0
2988901;Mme;ZINGILE;Sylvie;9 CHEMIN DU REMLOOCH;68140;STOSSWIHR;01-sept-96;01-janv-17;Sylvie.ZINGILE@icloud.com;http://twitter.com/Sylvie.ZINGILE;Sylvie.ZINGILE@facebook.com;9;125;0;Montparnasse;0;0;0
2878569;Mme;LAMBELIN;MICHELLE;10 RUE DES CHÂTAIGNIERS;68140;MUNSTER;31-mai-80;31-janv-16;MICHELLE.LAMBELIN@free.fr;;;3;11;0;Montparnasse;0;0;0
5957963;Mme;MICHEL;Marie Annick;58 RUE DE L ETANG;68170;RIXHEIM;01-févr-91;03-oct-15;Marie Annick.MICHEL@gmail.com;http://twitter.com/MICHEL;;74;38;0;Montparnasse;0;1;1
2954374;Mlle;BOUTABA;Chanez;10 RUE JULE MICHALAIT;68200;MULHOUSE;12-janv-91;05-juil-16;BOUTABA@yahoo.fr;http://twitter.com/Chanez.BOUTABA;;27;4;1;Montparnasse;0;1;0
4964364;Mme;EDEB;IRENE;5 RUE DES CEVENNES;68220;HEGENHEIM;17-déc-72;12-févr-16;EDEB@yahoo.fr;;EDEB@facebook.fr;32;121;0;Montparnasse;0;0;0
1312145;Mme;PROTHIN;BERNADETTE;6 RUE DU 5 FEVRIER;68230;WALBACH;30-déc-81;19-mars-16;BERNADETTE.PROTHIN@free.fr;;PROTHIN@facebook.fr;61;50;0;Montparnasse;0;1;1
4903960;Mme;DA SYLVEIRA;Andree;21 RUE DE MUNSTER;68230;SOULTZBACH LES BAINS;20-avr-87;20-nov-15;Andree_DA SYLVEIRA@outlook.fr;http://twitter.com/DA SYLVEIRA;;7;76;1;Montparnasse;0;1;1
5459081;Mme;CHANSARD;Marie Monique;23 RUE DU MARECHAL JOFFRE;68250;ROUFFACH;01-sept-82;05-févr-15;CHANSARD@yahoo.fr;http://twitter.com/Marie Monique.CHANSARD;CHANSARD@facebook.fr;70;192;0;Wagram;0;1;0
2730445;Mme;ZERBIB;MARISE;13 RUE DES CIGOGNES;68260;KINGERSHEIM;02-janv-81;23-juil-15;ZERBIB@yahoo.fr;http://twitter.com/MARISE.ZERBIB;ZERBIB@facebook.fr;5;43;1;Montparnasse;0;1;1
2248329;Mme;MARTIN;Anne;5 RUE ARTHUR RIMBAUD;68270;WITTENHEIM;10-avr-58;23-juin-16;MARTIN@yahoo.fr;;MARTIN@facebook.fr;2;177;1;Montparnasse;0;0;1
3893768;Mme;DARIT;Paule;1 RUE DU LOIRET;68270;WITTENHEIM;19-juin-89;01-mars-15;Paule.DARIT@free.fr;;DARIT@facebook.fr;23;176;0;Montparnasse;0;1;1
2274046;Mme;DTOUKAM KAMXA;CATHERINE;20 LOTISSEMENT VERTE VOIE;68290;KIRCHBERG;18-déc-69;12-févr-16;CATHERINE.DTOUKAM KAMXA@icloud.com;http://twitter.com/DTOUKAM KAMXA;DTOUKAM KAMXA@facebook.fr;16;116;0;Montparnasse;0;1;1
2951587;Mme;TOMASI;ANNE MARIE;1 RUE SAINTE CLAIRE DEVILLE;68310;WITTELSHEIM;31-déc-91;16-août-15;TOMASI@yahoo.fr;http://twitter.com/TOMASI;ANNE MARIE.TOMASI@facebook.com;50;27;0;Montparnasse;0;0;1
7059977;Mme;POIRAUD;Claude;10 RUE JEAN DE LA FONTAINE;68390;SAUSHEIM;20-janv-90;24-févr-16;Claude.POIRAUD@icloud.com;;Claude.POIRAUD@facebook.com;45;19;0;Wagram;0;1;0
2793098;Mlle;FRANCIS;Gwendoline;10 RUE DE TASSIGNY;68400;RIEDISHEIM;31-oct-85;19-mars-16;Gwendoline.FRANCIS@gmail.com;http://twitter.com/FRANCIS;FRANCIS@facebook.fr;52;45;0;Montparnasse;0;0;1
4931984;Mme;GALLET;VERONIQUE;7, RUE DE LA HARDT;68490;BANTZENHEIM;14-oct-75;23-juin-16;GALLET@yahoo.fr;;GALLET@facebook.fr;30;62;0;Montparnasse;0;0;1
5842520;Mme;BABOZ;ANNE;1 IMPASSE DES GENETS;68500;GUEBWILLER;18-oct-95;06-mai-16;ANNE.BABOZ@icloud.com;;;15;41;1;Montparnasse;0;0;1
2341963;Mme;WALCZAK;Josette;5 RUE DES JONQUILLES;68500;GUEBWILLER;22-déc-82;14-déc-15;WALCZAK@yahoo.fr;;WALCZAK@facebook.fr;66;45;0;Montparnasse;0;1;1
2410797;Mme;BUI;Anne Marie;31 RUE PRINCIPALE;68520;BURNHAUPT-LE-HAUT;29-oct-86;26-nov-16;Anne Marie_BUI@outlook.fr;;BUI@facebook.fr;1;3;0;Montparnasse;0;0;1
4103571;Mme;SONNERY COTTET;Denise;3 RUE DES OEILLETS;68540;BOLLWILLER;09-oct-74;27-oct-15;SONNERY COTTET@yahoo.fr;http://twitter.com/SONNERY COTTET;Denise.SONNERY COTTET@facebook.com;44;31;0;Montparnasse;0;1;1
3081359;Mme;CHAGNON;Sylvie;10 RUE DE LILLE;68540;BOLLWILLER;05-mai-77;17-juil-16;Sylvie.CHAGNON@free.fr;http://twitter.com/CHAGNON;CHAGNON@facebook.fr;25;157;0;Montparnasse;0;0;0
2984731;Mme;SOYEZ;Isabelle;19 RUE DE LAUBANIE;68600;NEUF BRISACH;07-janv-95;11-juil-15;SOYEZ@yahoo.fr;http://twitter.com/SOYEZ;;85;78;0;Montparnasse;0;0;0
1678264;Mlle;PADOVANI;Virginie;2 RUE DU CANAL;68620;BITSCHWILLER LES THANN;12-janv-80;20-déc-16;Virginie.PADOVANI@free.fr;http://twitter.com/PADOVANI;PADOVANI@facebook.fr;9;76;0;Montparnasse;0;0;0
2670515;Mme;MARTINO;Nadine;80 RUE DE BELFORT;68700;ASPACH-LE-BAS;13-nov-85;23-juin-16;MARTINO@yahoo.fr;http://twitter.com/Nadine.MARTINO;MARTINO@facebook.fr;23;128;0;Montparnasse;0;0;1
5577429;Mme;DE DREE;CHRISTIANE;1 AVENUE DES ROSIERS;68800;THANN;25-juin-90;20-déc-16;DE DREE@yahoo.fr;http://twitter.com/CHRISTIANE.DE DREE;DE DREE@facebook.fr;23;4;0;Montparnasse;0;1;0
5964779;Mlle;FINE;Brigitte;22 RUE EWALD HIRSINGER;68840;PULVERSHEIM;28-févr-86;26-déc-15;Brigitte.FINE@free.fr;http://twitter.com/FINE;FINE@facebook.fr;23;57;0;Montparnasse;0;0;0
2670547;Mme;ALVERGNAT;Olivia;15 RUE MÉLUSINE;68850;STAFFELFELDEN;15-janv-93;29-juin-15;Olivia.ALVERGNAT@gmail.com;;;29;59;0;Montparnasse;0;1;1
6811038;Mme;GENY;Helene;26 Rue saint Blaise;68990;galfingue;29-mai-89;03-sept-16;GENY@yahoo.fr;;;38;149;0;Montparnasse;0;0;0
1796833;Mme;DURIEZ;Madeleine;5 RUE CLOS SUIPHON;69003;LYON;27-juil-87;11-juil-15;Madeleine.DURIEZ@gmail.com;http://twitter.com/DURIEZ;Madeleine.DURIEZ@facebook.com;19;168;0;Montparnasse;0;1;0
2991977;Mme;NDIAYE;Huguette;10 RUE LOUIS JASSERON;69003;LYON;11-avr-91;07-mars-16;Huguette.NDIAYE@icloud.com;;Huguette.NDIAYE@facebook.com;20;41;0;Montparnasse;0;0;0
2873987;Mme;MOREAU;Fanny;2 PLACE RENAUDEL;69003;LYON;04-janv-99;07-janv-16;Fanny.MOREAU@gmail.com;http://twitter.com/Fanny.MOREAU;MOREAU@facebook.fr;44;105;0;Montparnasse;0;0;1
2348091;Mme;VERMEIL;Brigitte;7 RUE DU LAC;69003;LYON;12-avr-86;03-sept-16;Brigitte.VERMEIL@gmail.com;;Brigitte.VERMEIL@facebook.com;27;6;0;Montparnasse;0;0;1
2475690;Mr;BRAISCHAUX;Alain;17 RUE NIEPCE;69004;LYON;24-janv-79;12-févr-16;Alain.BRAISCHAUX@gmail.com;;;52;98;0;Montparnasse;0;0;0
6959915;Mme;CAILLAUD;MURIEL;39 RUE DU FORT SAINT IRENEE;69005;LYON;01-mars-84;24-mai-15;CAILLAUD@yahoo.fr;;;29;14;0;Montparnasse;0;0;0
2276414;Mlle;DALBONI;Michele;69 AVENUE DU POINT DU JOU;69005;LYON;17-déc-96;23-juil-15;DALBONI@yahoo.fr;http://twitter.com/DALBONI;Michele.DALBONI@facebook.com;52;102;0;Wagram;0;0;1
2667999;Mme;NIVAULT;Florianne;23 RUE NOTRE DAME;69006;LYON;01-janv-83;09-sept-15;Florianne.NIVAULT@free.fr;;;74;256;0;Montparnasse;0;1;1
3020626;Mme;RENAUT;SYLVIE;6 RUE DESAUGIERS;69007;LYON;15-sept-91;04-août-15;RENAUT@yahoo.fr;http://twitter.com/RENAUT;;1;38;0;Montparnasse;0;1;0
4289059;Mme;GRAND;MARIE;19 RUE BERTY ALBRECHT;69008;LYON;02-juil-76;24-févr-16;GRAND@yahoo.fr;http://twitter.com/GRAND;GRAND@facebook.fr;18;109;0;Montparnasse;0;0;1
5082217;Mlle;BADIANE;JUSTINE;25 A RUE DE MONTRIBLOUD;69009;LYON;07-juin-79;26-nov-16;JUSTINE.BADIANE@free.fr;http://twitter.com/BADIANE;BADIANE@facebook.fr;38;3;0;Montparnasse;0;1;0
4965883;Mlle;AVENEL;Nelly;1 RUE RAYMOND TERRACHER;69100;VILLEURBANNE;01-sept-91;02-nov-16;AVENEL@yahoo.fr;;AVENEL@facebook.fr;52;68;0;Montparnasse;0;0;0
3447541;Mme;FOUQUET;Bernadette;1 RUE GUILLOTTE;69100;VILLEURBANNE;19-juil-74;21-oct-16;Bernadette.FOUQUET@gmail.com;;FOUQUET@facebook.fr;5;100;0;Montparnasse;0;1;0
3034629;Mlle;DEGUARA;CRENA;119 RUE FRANCIS DE PRESSENSÉ;69100;VILLEURBANNE;30-oct-95;26-déc-15;CRENA.DEGUARA@icloud.com;;;14;29;0;Wagram;0;0;1
4517047;Mme;BOIRE;Francoise;27 B RUE DE LEGALITE A 1;69120;VAULX EN VELIN;02-févr-58;26-nov-16;Francoise.BOIRE@icloud.com;;;7;101;0;Montparnasse;0;0;0
5005754;Mme;SUSUNG;Amandine;36 RUE VIANNEY;69130;ECULLY;31-oct-90;12-mai-15;SUSUNG@yahoo.fr;http://twitter.com/SUSUNG;SUSUNG@facebook.fr;14;64;0;Montparnasse;1;0;1
4411029;Mme;LAZORKO;MIREILLE;20 RUE PIERRE DUPONT;69190;ST FONS;20-déc-95;11-juil-15;MIREILLE.LAZORKO@icloud.com;http://twitter.com/LAZORKO;LAZORKO@facebook.fr;54;96;0;Montparnasse;0;0;1
2845893;Mme;DEMOS;CHANTAL JEANNE;1 RUE SORNIN;69190;ST FONS;16-juin-99;03-sept-16;DEMOS@yahoo.fr;http://twitter.com/DEMOS;DEMOS@facebook.fr;35;36;0;Wagram;1;0;0
2708144;Mme;CHEBBI;Miriam;6 RUE ANDRE LEBON;69200;VÉNISSIEUX;25-oct-78;20-nov-15;Miriam.CHEBBI@gmail.com;;;7;186;0;Montparnasse;1;1;0
1794367;Mme;COLLIN;MICHELINE;21 CHEMIN DE LAGAY;69210;ST PIERRE LA PALUD;04-oct-74;23-juin-16;COLLIN@yahoo.fr;;MICHELINE.COLLIN@facebook.com;8;42;0;Montparnasse;0;0;1
5839664;Mme;MESQUIDA;Charlotte;225 LIEU DIT LES COMBES;69220;CHARENTAY;09-juin-93;15-oct-15;MESQUIDA@yahoo.fr;;;1;3;0;Montparnasse;1;0;0
5569153;Mme;ABANCOURT;Sylvie;5 IMPASSE RIVOIRE;69230;ST GENIS LAVAL;29-mars-93;21-sept-15;ABANCOURT@yahoo.fr;;ABANCOURT@facebook.fr;33;87;0;Montparnasse;0;1;0
2782271;Mlle;JEZEQUEL;Catherine;4 VEUVE CROZET;69240;THIZY;28-janv-95;05-févr-15;JEZEQUEL@yahoo.fr;http://twitter.com/JEZEQUEL;JEZEQUEL@facebook.fr;45;85;0;Montparnasse;0;0;0
3207210;Mme;VANOUC;Yvonne;66 IMPASSE JEAN COLOMB;69280;MARCY LETOILE;30-août-86;01-mars-15;Yvonne.VANOUC@icloud.com;;VANOUC@facebook.fr;42;64;0;Montparnasse;0;1;0
3284148;Mme;FAIMALI;Claude Marie;257 ALLEE DES GRANDS TERRE;69280;MARCY ETOILE;12-sept-91;16-août-15;Claude Marie.FAIMALI@free.fr;;Claude Marie.FAIMALI@facebook.com;14;91;0;Montparnasse;0;1;1
3808262;Mme;SCHOLLE;DANIELLE;32 ALLEE DE CHANTECAILLE;69290;CRAPONNE;16-juin-80;26-déc-15;SCHOLLE@yahoo.fr;;;31;54;0;Montparnasse;0;0;0
