ProductCategory,ProductType,ProductGroup,SalesMethod,Country,City,StaffName,Position,ReasonDescription,ReturnedDate,ReturnQuantity,Province
Team Sports,Baseball and Softball,Baseballs,Web,United States,Seattle,Audrey Lastman,Level 3 Sales Representative,Defective product,2011-05-06,4,Luton
Team Sports,Baseball and Softball,Baseballs,Web,United States,Seattle,Audrey Lastman,Level 3 Sales Representative,Unsatisfactory product,2011-12-05,48,Magherafelt
Team Sports,Baseball and Softball,Bats,Catalog,Australia,Melbourne,John Sinden,Level 3 Sales Representative,Unsatisfactory product,2010-10-14,30,Manchester
Team Sports,Baseball and Softball,Bats,Catalog,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Defective product,2011-09-09,2,Medway
Team Sports,Baseball and Softball,Bats,Store,Australia,Melbourne,Dave Smythe,Level 1 Sales Representative,Wrong product ordered,2011-02-07,34,Merseyside
Team Sports,Baseball and Softball,Bats,Store,Austria,Wien,Willi Seefelder,Level 2 Sales Representative,Defective product,2009-10-07,2,Merthyr Tydfil
Team Sports,Baseball and Softball,Bats,Store,France,Paris,Élizabeth Michel,Level 3 Sales Representative,Unsatisfactory product,2010-08-21,46,Merton
Team Sports,Baseball and Softball,Bats,Store,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Defective product,2010-11-16,2,Middlesbrough
Team Sports,Baseball and Softball,Bats,Store,Spain,Bilbao,Yolanda Torres,Level 3 Sales Representative,Defective product,2009-08-18,2,Midlothian
Team Sports,Baseball and Softball,Bats,Store,United Kingdom,Birmingham,Emily Browne,Level 2 Sales Representative,Wrong product shipped,2009-12-25,34,Milton Keynes
Team Sports,Baseball and Softball,Bats,Store,United Kingdom,Birmingham,Janet Walker,Level 3 Sales Representative,Incomplete product,2010-12-26,2,Monmouthshire
Team Sports,Baseball and Softball,Bats,Store,United States,Los Angeles,Janice Thomas,Level 1 Sales Representative,Wrong product shipped,2010-09-05,18,Moray
Team Sports,Baseball and Softball,Bats,Store,United States,Los Angeles,Lowell Johnson,Level 2 Sales Representative,Wrong product shipped,2010-12-25,28,Moyle
Team Sports,Baseball and Softball,Bats,Web,Finland,Kuopio,Tuomas Savolainen,Level 2 Sales Representative,Wrong product shipped,2011-08-31,24,Neath Port Talbot
Team Sports,Baseball and Softball,Bats,Web,United States,Los Angeles,Corey Wright,Store Manager,Wrong product shipped,2011-08-05,26,Newcastle upon Tyne
Team Sports,Baseball and Softball,Bats,Web,United States,Los Angeles,Valerie Cohen,Level 2 Sales Representative,Defective product,2011-03-10,2,Newham
Team Sports,Baseball and Softball,Bats,Web,United States,Miami,Maureen Hoffman,Level 2 Sales Representative,Wrong product shipped,2009-06-05,26,Newport
Team Sports,Baseball and Softball,Batting Gloves,Store,Australia,Melbourne,Jake Cartel,Level 2 Sales Representative,Wrong product shipped,2011-12-26,18,Newry and Mourne
Team Sports,Baseball and Softball,Batting Gloves,Store,Italy,Milano,Alessandra Torta,Level 3 Sales Representative,Unsatisfactory product,2009-07-30,18,Newtownabbey
Team Sports,Baseball and Softball,Batting Gloves,Store,Netherlands,Amsterdam,Jan Haverkamp,Level 2 Sales Representative,Wrong product shipped,2009-05-02,18,Norfolk
Team Sports,Baseball and Softball,Batting Gloves,Web,France,Paris,Étienne Jauvin,Level 2 Sales Representative,Defective product,2011-01-07,2,North Ayshire
Team Sports,Baseball and Softball,Softballs,Store,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Incomplete product,2010-11-08,2,North Down
Team Sports,Baseball and Softball,Softballs,Web,Canada,Calgary,Harold Townsend,Level 3 Sales Representative,Unsatisfactory product,2011-02-16,160,North East Lincolnshire
Team Sports,Baseball and Softball,Softballs,Web,Sweden,Kista,Anders Nilsson,Level 2 Sales Representative,Wrong product shipped,2011-09-18,38,North Lanarkshire
Team Sports,Baseball and Softball,Softballs,Web,United States,Los Angeles,Valerie Cohen,Level 2 Sales Representative,Wrong product ordered,2009-04-06,14,North Lincolnshire
Team Sports,Basketball,Arm and Shooter Sleeves,Store,Austria,Wien,Sabine Grüner,Level 3 Sales Representative,Incomplete product,2010-11-04,2,North Somerset
Team Sports,Basketball,Arm and Shooter Sleeves,Store,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Unsatisfactory product,2010-10-19,28,North Tyneside
Team Sports,Basketball,Arm and Shooter Sleeves,Store,Mexico,Distrito Federal,Gabriela Rojas,Level 2 Sales Representative,Incomplete product,2009-04-24,2,North Yorkshire
Team Sports,Basketball,Arm and Shooter Sleeves,Store,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Defective product,2011-08-31,2,Northamptonshire
Team Sports,Basketball,Arm and Shooter Sleeves,Store,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Incomplete product,2011-05-06,2,Northumberland
Team Sports,Basketball,Arm and Shooter Sleeves,Web,United States,Los Angeles,Valerie Cohen,Level 2 Sales Representative,Defective product,2010-07-02,2,Nottingham
Team Sports,Basketball,Basketball Apparel,Store,Italy,Milano,Alessandra Torta,Level 3 Sales Representative,Wrong product ordered,2009-12-26,10,Nottinghamshire
Team Sports,Basketball,Basketball Apparel,Web,Germany,München,Björn Winkler,Level 3 Sales Representative,Incomplete product,2011-08-19,6,Oldham
Team Sports,Basketball,Basketball Footwear,Store,Austria,Wien,Sabine Grüner,Level 3 Sales Representative,Incomplete product,2010-10-28,4,Omagh
Team Sports,Basketball,Basketball Footwear,Store,Austria,Wien,Sabine Grüner,Level 3 Sales Representative,Wrong product ordered,2009-07-29,16,Orkney
Team Sports,Basketball,Basketball Footwear,Store,Canada,Calgary,Martine Vachon,Level 2 Sales Representative,Wrong product shipped,2010-04-17,152,Oxfordshire
Team Sports,Basketball,Basketball Footwear,Store,Germany,München,Björn Winkler,Level 3 Sales Representative,Incomplete product,2011-08-01,2,Pembrokeshire
Team Sports,Basketball,Basketball Footwear,Store,Germany,München,Björn Winkler,Level 3 Sales Representative,Wrong product ordered,2009-07-22,30,Perthshire and Kinross
Team Sports,Basketball,Basketball Footwear,Store,United States,Los Angeles,Dale Fowler,Level 2 Sales Representative,Defective product,2009-08-31,2,Peterborough
Team Sports,Basketball,Basketball Footwear,Store,United States,Los Angeles,Valerie Cohen,Level 2 Sales Representative,Incomplete product,2010-07-14,2,Plymouth
Team Sports,Basketball,Basketball Footwear,Store,United States,Miami,Harold Germaine,Level 1 Sales Representative,Unsatisfactory product,2009-10-05,18,Poole
Team Sports,Basketball,Basketball Footwear,Store,United States,Seattle,Ashley McCormick,Level 2 Sales Representative,Unsatisfactory product,2011-12-10,12,Portsmouth
Team Sports,Basketball,Basketball Footwear,Web,Austria,Wien,Willi Seefelder,Level 2 Sales Representative,Unsatisfactory product,2011-08-27,30,Powys
Team Sports,Basketball,Basketball Footwear,Web,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Defective product,2011-07-01,2,Reading
Team Sports,Basketball,Basketball Footwear,Web,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Unsatisfactory product,2010-06-01,20,Redbridge
Team Sports,Basketball,Basketball Footwear,Web,United States,Los Angeles,Dale Fowler,Level 2 Sales Representative,Incomplete product,2011-01-15,2,Redcar and Cleveland
Team Sports,Basketball,Basketball Footwear,Web,United States,Seattle,Bart Scott,Level 2 Sales Representative,Defective product,2009-01-26,2,Renfrewshire
Team Sports,Basketball,Basketball Systems,Catalog,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Incomplete product,2009-06-12,2,Rhondda Cynon Taff
Team Sports,Basketball,Basketball Systems,Store,Germany,München,Björn Winkler,Level 3 Sales Representative,Defective product,2010-04-20,8,Richmond upon Thames
Team Sports,Basketball,Basketball Systems,Store,Germany,München,Björn Winkler,Level 3 Sales Representative,Incomplete product,2011-10-22,2,Rochdale
Team Sports,Basketball,Basketball Systems,Store,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Wrong product shipped,2011-09-26,42,Rotherham
Team Sports,Basketball,Basketball Systems,Web,France,Paris,Élizabeth Michel,Level 3 Sales Representative,Defective product,2011-09-09,2,Royal Borough of Windsor and Maidenhead
Team Sports,Basketball,Basketball Systems,Web,Netherlands,Amsterdam,Ellen Shapiro,Level 2 Sales Representative,Incomplete product,2010-06-28,2,Rutland
Team Sports,Basketball,Basketball Systems,Web,United Kingdom,London,Humphrey Willoughby,Level 2 Sales Representative,Incomplete product,2011-09-15,2,Salford
Team Sports,Basketball,Basketballs,Catalog,Germany,München,Björn Winkler,Level 3 Sales Representative,Incomplete product,2010-04-27,16,Sandwell
Team Sports,Basketball,Basketballs,Store,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Unsatisfactory product,2010-10-21,38,Scottish Borders
Team Sports,Basketball,Basketballs,Store,Mexico,Distrito Federal,Ana Orozco,Level 2 Sales Representative,Incomplete product,2010-09-09,4,Sefton
Team Sports,Basketball,Basketballs,Store,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Defective product,2011-07-26,2,Sheffield
Team Sports,Basketball,Basketballs,Store,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Unsatisfactory product,2010-12-20,28,Shetland Islands
Team Sports,Basketball,Basketballs,Store,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Wrong product ordered,2009-02-08,30,Shropshire
Team Sports,Basketball,Basketballs,Web,France,Lyon,Florence Martin,Level 2 Sales Representative,Defective product,2010-10-29,4,Slough
Team Sports,Basketball,Basketballs,Web,France,Lyon,Frédéric Samson,Level 3 Sales Representative,Defective product,2010-05-06,6,Solihull
Team Sports,Basketball,Basketballs,Web,United Kingdom,London,Humphrey Willoughby,Level 2 Sales Representative,Unsatisfactory product,2009-05-03,42,Somerset
Team Sports,Basketball,Basketballs,Web,United States,Miami,Harold Germaine,Level 1 Sales Representative,Wrong product shipped,2009-12-08,20,South Ayrshire
Team Sports,Basketball,Rims and Nets,Catalog,Sweden,Kista,Bengt Gradin,Level 1 Sales Representative,Defective product,2010-07-20,2,South Gloucestershire
Team Sports,Basketball,Rims and Nets,Web,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Wrong product shipped,2011-09-23,20,South Lanarkshire
Team Sports,Football,Football Apparel,Catalog,Finland,Kuopio,Helena Lindholm,Level 3 Sales Representative,Wrong product ordered,2010-06-19,12,South Tyneside
Team Sports,Football,Football Apparel,Store,Netherlands,Amsterdam,Ellen Shapiro,Level 2 Sales Representative,Incomplete product,2011-04-24,4,Southampton
Team Sports,Football,Football Apparel,Store,United States,Boston,Eric Carson,Level 2 Sales Representative,Unsatisfactory product,2010-10-11,10,Southend-on-Sea
Team Sports,Football,Football Cleats,Catalog,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Wrong product shipped,2009-07-05,34,Southwark
Team Sports,Football,Football Cleats,Store,Australia,Melbourne,Donald Ward,Level 2 Sales Representative,Incomplete product,2011-05-31,6,Staffordshire
Team Sports,Football,Football Cleats,Store,Mexico,Distrito Federal,Gabriela Rojas,Level 2 Sales Representative,Incomplete product,2010-09-11,2,Stirling
Team Sports,Football,Football Cleats,Store,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Defective product,2010-11-12,4,Stockport
Team Sports,Football,Football Cleats,Store,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Incomplete product,2010-10-15,2,Stockton-on-Tees
Team Sports,Football,Football Cleats,Web,Finland,Kuopio,Tuomas Savolainen,Level 2 Sales Representative,Defective product,2011-12-11,2,Stoke-on-Trent
Team Sports,Football,Football Cleats,Web,Germany,Hamburg,Elsbeth Wiesinger,Level 2 Sales Representative,Incomplete product,2011-01-19,2,Strabane
Team Sports,Football,Football Cleats,Web,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Incomplete product,2010-11-06,6,Suffolk
Team Sports,Football,Football Cleats,Web,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Wrong product shipped,2011-10-30,112,Sunderland
Team Sports,Football,Football Cleats,Web,United Kingdom,Birmingham,Janet Walker,Level 3 Sales Representative,Defective product,2009-08-19,6,Surrey
Team Sports,Football,Football Helmets,Catalog,Germany,Hamburg,Elsbeth Wiesinger,Level 2 Sales Representative,Defective product,2010-07-14,22,Sutton
Team Sports,Football,Football Helmets,Store,Canada,Toronto,Carole Claudel,Level 2 Sales Representative,Incomplete product,2010-02-12,4,Swansea
Team Sports,Football,Football Helmets,Store,Netherlands,Amsterdam,Belinda Jansen-Velasquez,Level 1 Sales Representative,Defective product,2011-11-01,6,Swindon
Team Sports,Football,Football Helmets,Store,Switzerland,Zürich,Frank Jever,Level 3 Sales Representative,Unsatisfactory product,2011-03-28,90,Tameside
Team Sports,Football,Football Helmets,Store,United States,Los Angeles,Dale Fowler,Level 2 Sales Representative,Incomplete product,2010-11-29,2,Telford and Wrekin
Team Sports,Football,Football Helmets,Store,United States,Los Angeles,Margaret Lewiston,Level 2 Sales Representative,Incomplete product,2011-05-03,2,Thurrock
Team Sports,Football,Football Helmets,Web,Japan,Osaka City,Masuzo Kakui,Level 3 Sales Representative,Incomplete product,2010-04-24,2,Torbay
Team Sports,Football,Football Helmets,Web,United States,Miami,Maureen Hoffman,Level 2 Sales Representative,Unsatisfactory product,2010-11-06,40,Torfaen
Team Sports,Football,Football Inflation Devices,Store,United Kingdom,Birmingham,Janet Walker,Level 3 Sales Representative,Incomplete product,2009-12-01,2,Tower Hamlets
Team Sports,Football,Football Inflation Devices,Store,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Unsatisfactory product,2009-08-02,22,Trafford
Team Sports,Football,Football Inflation Devices,Store,United States,Boston,Eric Carson,Level 2 Sales Representative,Unsatisfactory product,2011-06-21,20,Vale of Glamorgan
Team Sports,Football,Football Inflation Devices,Web,Brazil,São Paulo,Eduardo Guimarães,Level 2 Sales Representative,Incomplete product,2011-02-13,2,Wakefield
Team Sports,Football,Football Inflation Devices,Web,Brazil,São Paulo,Eduardo Guimarães,Level 2 Sales Representative,Unsatisfactory product,2011-09-30,170,Walsall
Team Sports,Football,Football Inflation Devices,Web,Germany,Hamburg,Elsbeth Wiesinger,Level 2 Sales Representative,Defective product,2011-10-27,6,Waltham Forest
Team Sports,Football,Football Inflation Devices,Web,Mexico,Distrito Federal,Ana Orozco,Level 2 Sales Representative,Wrong product shipped,2011-01-16,22,Wandsworth
Team Sports,Football,Football Inflation Devices,Web,United Kingdom,Birmingham,Janet Walker,Level 3 Sales Representative,Defective product,2010-12-19,2,Warrington
Team Sports,Football,Football Inflation Devices,Web,United Kingdom,Birmingham,Janet Walker,Level 3 Sales Representative,Defective product,2011-03-19,2,Warwickshire
Team Sports,Football,Footballs - Junior,Catalog,Austria,Wien,Sabine Grüner,Level 3 Sales Representative,Wrong product shipped,2010-06-24,22,West Berkshire
Team Sports,Football,Footballs - Junior,Catalog,Netherlands,Amsterdam,Jan Haverkamp,Level 2 Sales Representative,Defective product,2011-08-27,2,West Dunbartonshire
Team Sports,Football,Footballs - Junior,Catalog,Sweden,Kista,Anders Nilsson,Level 2 Sales Representative,Wrong product shipped,2011-07-23,22,West Lothian
Team Sports,Football,Footballs - Junior,Store,Austria,Wien,Sabine Grüner,Level 3 Sales Representative,Incomplete product,2009-12-06,2,West Sussex
Team Sports,Football,Footballs - Junior,Store,Austria,Wien,Sabine Grüner,Level 3 Sales Representative,Wrong product ordered,2010-07-21,20,Westminster
Team Sports,Football,Footballs - Junior,Store,United States,Seattle,Audrey Lastman,Level 3 Sales Representative,Unsatisfactory product,2011-10-09,18,Wigan
Team Sports,Football,Footballs - Junior,Web,Finland,Kuopio,Helena Lindholm,Level 3 Sales Representative,Incomplete product,2010-10-09,2,Wiltshire
Team Sports,Football,Footballs - Junior,Web,Sweden,Kista,Bengt Gradin,Level 1 Sales Representative,Incomplete product,2010-08-18,2,Wirral
Team Sports,Football,Footballs - Junior,Web,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Defective product,2010-11-23,7,Wokingham
Team Sports,Football,Footballs - Official,Catalog,Australia,Melbourne,John Sinden,Level 3 Sales Representative,Defective product,2011-06-09,10,Wolverhampton
Team Sports,Football,Footballs - Official,Catalog,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Unsatisfactory product,2011-10-18,154,Worcestershire
Team Sports,Football,Footballs - Official,Store,Finland,Kuopio,Tuomas Savolainen,Level 2 Sales Representative,Defective product,2011-07-07,8,Wrexham
Team Sports,Football,Footballs - Official,Store,Switzerland,Zürich,Frank Jever,Level 3 Sales Representative,Defective product,2011-10-15,6,York
Team Sports,Football,Footballs - Official,Store,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Defective product,2009-10-15,2,Aberdeen
Team Sports,Football,Footballs - Official,Store,United States,Boston,Eric Carson,Level 2 Sales Representative,Defective product,2011-07-29,4,Aberdeenshire
Team Sports,Football,Footballs - Official,Store,United States,Miami,Harold Germaine,Level 1 Sales Representative,Wrong product ordered,2010-06-04,40,Anglesey
Team Sports,Football,Footballs - Official,Web,Canada,Toronto,Samantha Pierce,Level 2 Sales Representative,Wrong product ordered,2009-12-23,104,Angus
Team Sports,Football,Footballs - Official,Web,Germany,Hamburg,Gunter Erler,Level 2 Sales Representative,Incomplete product,2010-04-21,12,Antrim
Team Sports,Football,Footballs - Official,Web,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Defective product,2010-09-29,12,Ards
Team Sports,Football,Footballs - Official,Web,Spain,Bilbao,Yolanda Torres,Level 3 Sales Representative,Incomplete product,2009-07-20,2,Argyll and Bute
Team Sports,Football,Footballs - Official,Web,United States,Boston,Eric Carson,Level 2 Sales Representative,Unsatisfactory product,2010-12-19,40,Armagh
Team Sports,Football,Footballs - Youth,Store,Belgium,Heverlee,Giele Laermans,Level 1 Sales Representative,Defective product,2010-07-11,2,Ballymena
Team Sports,Football,Footballs - Youth,Store,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Unsatisfactory product,2009-07-19,38,Ballymoney
Team Sports,Football,Footballs - Youth,Store,Germany,Hamburg,Elsbeth Wiesinger,Level 2 Sales Representative,Defective product,2011-03-14,6,Banbridge
Team Sports,Football,Footballs - Youth,Store,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Unsatisfactory product,2009-05-28,18,Barking and Dagenham
Team Sports,Football,Footballs - Youth,Store,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Unsatisfactory product,2010-12-20,14,Barnet
Team Sports,Football,Footballs - Youth,Web,Spain,Bilbao,Yolanda Torres,Level 3 Sales Representative,Defective product,2011-09-04,2,Barnsley
Team Sports,Football,Footballs - Youth,Web,United Kingdom,Birmingham,Keith Reed,Level 1 Sales Representative,Wrong product ordered,2011-10-30,28,Bath and North East Somerset
Team Sports,Football,Gloves,Store,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Incomplete product,2009-04-07,6,Bedford
Team Sports,Football,Gloves,Store,France,Lyon,Daniel Turpin,Level 2 Sales Representative,Wrong product shipped,2009-07-30,68,Belfast
Team Sports,Football,Gloves,Store,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Incomplete product,2011-07-03,6,Bexley
Team Sports,Football,Gloves,Store,Mexico,Distrito Federal,Gabriela Rojas,Level 2 Sales Representative,Incomplete product,2009-03-05,2,Birmingham
Team Sports,Football,Gloves,Store,Netherlands,Amsterdam,Ellen Shapiro,Level 2 Sales Representative,Unsatisfactory product,2011-04-15,164,Blackburn with Darwen
Team Sports,Football,Gloves,Store,United Kingdom,Birmingham,Janet Walker,Level 3 Sales Representative,Unsatisfactory product,2011-07-11,62,Blackpool
Team Sports,Football,Gloves,Web,Australia,Melbourne,Jake Cartel,Level 2 Sales Representative,Defective product,2011-04-27,8,Blaenau Gwent
Team Sports,Football,Gloves,Web,Germany,München,Björn Winkler,Level 3 Sales Representative,Unsatisfactory product,2010-10-17,80,Bolton
Team Sports,Football,Gloves,Web,Netherlands,Amsterdam,Ellen Shapiro,Level 2 Sales Representative,Incomplete product,2010-12-08,8,Bournemouth
Team Sports,Football,Gloves,Web,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Incomplete product,2011-03-31,26,Bracknell Forest
Team Sports,Football,Gloves,Web,Spain,Bilbao,Yolanda Torres,Level 3 Sales Representative,Defective product,2009-06-22,4,Bradford
Team Sports,Football,Mouthguards,Store,Austria,Wien,Willi Seefelder,Level 2 Sales Representative,Unsatisfactory product,2010-08-01,8,Brent
Team Sports,Football,Mouthguards,Store,Netherlands,Amsterdam,Ellen Shapiro,Level 2 Sales Representative,Unsatisfactory product,2011-04-25,22,Bridgend
Team Sports,Football,Mouthguards,Store,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Wrong product ordered,2011-10-15,28,Brighton and Hove
Team Sports,Football,Mouthguards,Web,Canada,Toronto,Samantha Pierce,Level 2 Sales Representative,Wrong product shipped,2009-07-28,20,Bristol
Team Sports,Football,Protective Gear,Store,Australia,Melbourne,Donald Ward,Level 2 Sales Representative,Wrong product shipped,2010-12-10,16,Bromley
Team Sports,Football,Protective Gear,Store,Canada,Toronto,Donald Chow,Level 3 Sales Representative,Wrong product ordered,2009-01-25,52,Buckinghamshire
Team Sports,Football,Protective Gear,Store,Germany,Hamburg,Elsbeth Wiesinger,Level 2 Sales Representative,Defective product,2011-02-18,2,Bury
Team Sports,Football,Protective Gear,Store,Italy,Milano,Alessandra Torta,Level 3 Sales Representative,Defective product,2009-09-21,2,Caerphilly
Team Sports,Football,Protective Gear,Store,Italy,Milano,Alessandra Torta,Level 3 Sales Representative,Defective product,2011-10-04,4,Calderdale
Team Sports,Football,Protective Gear,Store,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Defective product,2011-01-18,4,Cambridgeshire
Team Sports,Football,Protective Gear,Store,Spain,Bilbao,Tomás Iglesias,Level 2 Sales Representative,Incomplete product,2011-12-02,2,Camden
Team Sports,Football,Protective Gear,Store,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Incomplete product,2009-12-12,2,Cardiff
Team Sports,Football,Protective Gear,Web,Australia,Melbourne,John Sinden,Level 3 Sales Representative,Incomplete product,2011-12-07,2,Carmarthenshire
Team Sports,Football,Protective Gear,Web,Sweden,Kista,Bengt Gradin,Level 1 Sales Representative,Incomplete product,2010-07-01,2,Carrickfergus
Team Sports,Football,Protective Gear,Web,United Kingdom,Birmingham,Janet Walker,Level 3 Sales Representative,Incomplete product,2010-09-02,2,Castlereagh
Team Sports,Hockey,Hockey Tape,Catalog,United Kingdom,London,Humphrey Willoughby,Level 2 Sales Representative,Defective product,2011-06-22,2,Central Bedfordshire
Team Sports,Hockey,Hockey Tape,Store,Austria,Wien,Sabine Grüner,Level 3 Sales Representative,Incomplete product,2009-06-26,2,Ceredigion
Team Sports,Hockey,Hockey Tape,Store,Canada,Calgary,Martine Vachon,Level 2 Sales Representative,Incomplete product,2011-04-20,8,Cheshire East
Team Sports,Hockey,Hockey Tape,Store,France,Lyon,Frédéric Samson,Level 3 Sales Representative,Incomplete product,2010-07-25,4,Cheshire West and Chester
Team Sports,Hockey,Hockey Tape,Store,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Defective product,2011-11-10,4,City
Team Sports,Hockey,Hockey Tape,Store,Sweden,Kista,Anders Nilsson,Level 2 Sales Representative,Incomplete product,2011-02-16,4,Clackmannanshire
Team Sports,Hockey,Hockey Tape,Store,United States,Los Angeles,Lowell Johnson,Level 2 Sales Representative,Incomplete product,2011-10-22,8,Coleraine
Team Sports,Hockey,Hockey Tape,Web,Finland,Kuopio,Helena Lindholm,Level 3 Sales Representative,Incomplete product,2009-10-12,2,Conwy
Team Sports,Hockey,Hockey Tape,Web,Finland,Kuopio,Tuomas Savolainen,Level 2 Sales Representative,Wrong product shipped,2010-08-14,62,Cookstown
Team Sports,Hockey,Hockey Tape,Web,Netherlands,Amsterdam,Jan Haverkamp,Level 2 Sales Representative,Wrong product ordered,2009-07-20,46,Cornwall
Team Sports,Hockey,Hockey Tape,Web,Spain,Bilbao,Yolanda Torres,Level 3 Sales Representative,Wrong product ordered,2009-10-17,54,Coventry
Team Sports,Hockey,Hockey Tape,Web,Switzerland,Zürich,Frank Jever,Level 3 Sales Representative,Defective product,2010-08-01,10,Craigavon
Team Sports,Hockey,Hockey Tape,Web,United Kingdom,Birmingham,Emily Browne,Level 2 Sales Representative,Incomplete product,2011-10-31,8,Croydon
Team Sports,Hockey,Hockey Tape,Web,United Kingdom,London,James Ross-Hythe,Level 3 Sales Representative,Defective product,2010-10-05,4,Cumbria
Team Sports,Hockey,Ice Hockey Apparel,Store,Germany,München,Björn Winkler,Level 3 Sales Representative,Defective product,2011-09-01,2,Darlington
Team Sports,Hockey,Ice Hockey Apparel,Store,Sweden,Kista,Irene Engelbrektsson,Level 2 Sales Representative,Incomplete product,2011-04-20,2,Denbighshire
Team Sports,Hockey,Ice Hockey Apparel,Web,Netherlands,Amsterdam,Ellen Shapiro,Level 2 Sales Representative,Unsatisfactory product,2009-09-16,18,Derby
Team Sports,Hockey,Ice Hockey Apparel,Web,Sweden,Kista,Anders Nilsson,Level 2 Sales Representative,Incomplete product,2011-03-12,2,Derbyshire
Team Sports,Hockey,Ice Hockey Apparel,Web,United Kingdom,Birmingham,Janet Walker,Level 3 Sales Representative,Defective product,2009-08-02,2,Derry
Team Sports,Hockey,Ice Hockey Apparel,Web,United Kingdom,London,Humphrey Willoughby,Level 2 Sales Representative,Incomplete product,2010-06-01,2,Devon
Team Sports,Hockey,Ice Hockey Apparel,Web,United States,Seattle,Audrey Lastman,Level 3 Sales Representative,Incomplete product,2011-07-05,2,Doncaster
Team Sports,Hockey,Ice Hockey Equipment,Catalog,Austria,Wien,Sabine Grüner,Level 3 Sales Representative,Defective product,2010-06-23,4,Dorset
Team Sports,Hockey,Ice Hockey Equipment,Catalog,Sweden,Kista,Anders Nilsson,Level 2 Sales Representative,Defective product,2009-11-22,2,Down
Team Sports,Hockey,Ice Hockey Equipment,Store,Australia,Melbourne,Dave Smythe,Level 1 Sales Representative,Defective product,2010-12-02,4,Dudley
Team Sports,Hockey,Ice Hockey Equipment,Store,Australia,Melbourne,John Sinden,Level 3 Sales Representative,Defective product,2010-05-06,12,Dumfries and Galloway
Team Sports,Hockey,Ice Hockey Equipment,Store,Brazil,São Paulo,Eduardo Guimarães,Level 2 Sales Representative,Wrong product ordered,2011-11-07,492,Dundee
Team Sports,Hockey,Ice Hockey Equipment,Store,Italy,Milano,Silvano Allessori,Level 2 Sales Representative,Wrong product ordered,2010-10-29,90,Dungannon
Team Sports,Hockey,Ice Hockey Equipment,Store,Netherlands,Amsterdam,Maria Laponder,Level 3 Sales Representative,Incomplete product,2009-07-07,2,Durham
Team Sports,Hockey,Ice Hockey Equipment,Store,United Kingdom,Birmingham,Janet Walker,Level 3 Sales Representative,Incomplete product,2010-11-29,4,Ealing
Team Sports,Hockey,Ice Hockey Equipment,Store,United States,Boston,Pierre Lavoie,Level 3 Sales Representative,Defective product,2009-11-15,4,East Ayrshire
Team Sports,Hockey,Ice Hockey Equipment,Web,Australia,Melbourne,John Sinden,Level 3 Sales Representative,Incomplete product,2011-12-22,6,East Dunbartonshire
Team Sports,Hockey,Ice Hockey Equipment,Web,Finland,Kuopio,Helena Lindholm,Level 3 Sales Representative,Incomplete product,2011-12-02,4,East Lothian
Team Sports,Hockey,Ice Hockey Equipment,Web,Mexico,Distrito Federal,Ana Orozco,Level 2 Sales Representative,Incomplete product,2010-11-17,4,East Renfrewshire
Team Sports,Hockey,Ice Hockey Equipment,Web,United Kingdom,Birmingham,Emily Browne,Level 2 Sales Representative,Defective product,2011-12-07,8,East Riding of Yorkshire
