Employe,Matricule,Nom,Prenom,Departement,Poste,Sexe,DateNaissance,Statut Marital,Formation,Deplacement,Pays,Distance Domicile lieu de travail,Salaire,Stocks Option,Heures Sup,Nombre employeurs precedents,Nombre annees de travail,Anciennete,Anciennete dans le poste actuel,Changement de poste en annees,Derniere augmentation,Nombre de formations 2015
1.000000,"10468","Daniel","VIVIANE","Ventes","Sales Executive","1",1979-06-25,"Marie","Bac Plus3","Sedentaire","France","90 KM",8834.000000,1.000000,"Non",1.000000,9.000000,9.000000,5.000000,7.000000,7.000000,6.000000
1.000000,"10469","Da","SBASTIEN","R&D","Research Scientist","2",1964-06-28,"Marie","Bac","Occasionnel","France","60 KM",5577.000000,2.000000,"Oui",3.000000,18.000000,10.000000,9.000000,6.000000,9.000000,3.000000
1.000000,"10470","Cousin","LAURENCE","Ventes","Sales Executive","1",1984-06-23,"Marie","Bac Plus3","Sedentaire","France","110 KM",4707.000000,0.000000,"Non",8.000000,6.000000,4.000000,2.000000,1.000000,2.000000,2.000000
1.000000,"10471","Cordier","CLAUDE","Ventes","Sales Representative","1",1992-06-21,"Marie","Bac Plus2","Nomade","France","240 KM",2400.000000,2.000000,"Non",0.000000,3.000000,2.000000,2.000000,2.000000,1.000000,3.000000
1.000000,"10472","Collin","VALERIE","R&D","Healthcare Representative","1",1978-06-25,"Marie","Bac Plus2","Occasionnel","France","100 KM",9824.000000,1.000000,"Non",3.000000,18.000000,1.000000,0.000000,0.000000,0.000000,4.000000
1.000000,"10473","Collet","NATHALIE","R&D","Manufacturing Director","1",1979-06-25,"Marie","Bac Plus3","Occasionnel","France","10 KM",6447.000000,1.000000,"Non",6.000000,8.000000,6.000000,5.000000,4.000000,3.000000,2.000000
1.000000,"10474","Colin","YVELINE","R&D","Research Director","1",1967-06-28,"Marie","Bac Plus3","Occasionnel","France","180 KM",19502.000000,1.000000,"Oui",1.000000,31.000000,31.000000,9.000000,0.000000,9.000000,5.000000
1.000000,"10475","Clement","PEDRO RUI","R&D","Research Scientist","2",1992-06-21,"Marie","Bac Plus2","Occasionnel","France","230 KM",2725.000000,2.000000,"Oui",1.000000,6.000000,6.000000,5.000000,1.000000,4.000000,3.000000
1.000000,"10476","Chevallier","CORALIE","Ventes","Sales Executive","1",1990-06-22,"Marie","Bac","Occasionnel","France","280 KM",6272.000000,2.000000,"Non",1.000000,6.000000,5.000000,3.000000,1.000000,4.000000,5.000000
1.000000,"10477","Chevalier","SYLVIANE","R&D","Laboratory Technician","1",1992-06-21,"Marie","Bac","Occasionnel","France","170 KM",2127.000000,1.000000,"Non",1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10478","Chauvin","Patrice","RH","Manager","1",1966-06-28,"Marie","Bac Plus2","Nomade","France","30 KM",18200.000000,1.000000,"Non",1.000000,32.000000,32.000000,5.000000,10.000000,7.000000,2.000000
1.000000,"10479","Charpentier","Philippe","Ventes","Sales Representative","1",1991-06-22,"Marie","Sans","Occasionnel","France","130 KM",2096.000000,0.000000,"Non",1.000000,7.000000,7.000000,4.000000,0.000000,6.000000,1.000000
1.000000,"10480","Charles","CLAIRE","R&D","Laboratory Technician","1",1992-06-21,"Marie","Bac Plus2","Nomade","France","70 KM",2886.000000,1.000000,"Oui",1.000000,6.000000,6.000000,3.000000,1.000000,2.000000,4.000000
1.000000,"10481","Carre","FREDERIQUE","Ventes","Sales Representative","1",1986-06-23,"Marie","Bac Plus3","Nomade","France","120 KM",2033.000000,1.000000,"Non",1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10482","Carpentier","ALAIN","R&D","Research Scientist","2",1982-06-24,"Marie","Bac","Occasionnel","France","10 KM",3622.000000,1.000000,"Oui",1.000000,6.000000,6.000000,5.000000,1.000000,3.000000,3.000000
1.000000,"10483","Caron","ALAIN","Ventes","Sales Executive","2",1985-06-23,"Marie","Bac Plus3","Occasionnel","France","130 KM",4233.000000,0.000000,"Non",2.000000,9.000000,3.000000,1.000000,1.000000,2.000000,2.000000
1.000000,"10484","Carlier","MICHEL","R&D","Laboratory Technician","",1981-06-24,"Celibataire","Bac","Occasionnel","France","250 KM",3681.000000,0.000000,"Non",4.000000,9.000000,3.000000,2.000000,0.000000,2.000000,3.000000
1.000000,"10485","Brunet","ODETTE","Ventes","Sales Executive","1",1985-06-23,"Marie","Bac Plus3","Occasionnel","France","60 KM",5460.000000,2.000000,"Non",4.000000,13.000000,7.000000,7.000000,5.000000,7.000000,4.000000
1.000000,"10486","Brun","MICHELE","R&D","Research Scientist","1",1989-06-22,"Marie","Bac Plus3","Occasionnel","France","60 KM",2187.000000,2.000000,"Non",0.000000,6.000000,5.000000,3.000000,0.000000,3.000000,5.000000
1.000000,"10487","Breton","LOUIS","Ventes","Sales Executive","1",1979-06-25,"Marie","Bac Plus2","Occasionnel","France","20 KM",9602.000000,1.000000,"Oui",4.000000,17.000000,3.000000,0.000000,1.000000,0.000000,3.000000
1.000000,"10488","Boyer","Paul","R&D","Research Scientist","1",1996-06-20,"Inc","Bac Plus2","Occasionnel","France","10 KM",2836.000000,0.000000,"Non",1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
1.000000,"10489","Bouvier","YVETTE","R&D","Healthcare Representative","1",1974-06-26,"Marie","Bac Plus3","Occasionnel","France","20 KM",4089.000000,2.000000,"Non",1.000000,10.000000,10.000000,2.000000,2.000000,2.000000,4.000000
1.000000,"10490","Bourgeois","ANNIE","R&D","Research Director","",1973-06-26,"Marie","Bac Plus3","Occasionnel","France","60 KM",16627.000000,1.000000,"Oui",4.000000,21.000000,1.000000,0.000000,0.000000,0.000000,3.000000
1.000000,"10491","Boulanger","CHRISTELLE","R&D","Research Scientist","1",1978-06-25,"Celibataire","Sans","Occasionnel","France","10 KM",2619.000000,0.000000,"Non",3.000000,8.000000,0.000000,0.000000,0.000000,0.000000,3.000000
1.000000,"10492","Bouchet","Patrice","R&D","Laboratory Technician","1",1973-06-26,"Marie","Bac Plus5","Nomade","France","90 KM",5679.000000,1.000000,"Oui",3.000000,10.000000,8.000000,7.000000,4.000000,7.000000,3.000000
1.000000,"10493","Boucher","COLIN","R&D","Manager","2",1968-06-27,"Marie","Bac Plus3","Occasionnel","France","10 KM",15402.000000,1.000000,"Non",7.000000,21.000000,3.000000,2.000000,0.000000,2.000000,3.000000
1.000000,"10494","Bonnet","YOLANDE","RH","Human Resources","1",1972-06-26,"Celibataire","Bac Plus3","Occasionnel","France","10 KM",5985.000000,0.000000,"Non",4.000000,10.000000,2.000000,2.000000,0.000000,2.000000,1.000000
1.000000,"10495","Blanchard","CHRISTOPHE","Ventes","Sales Representative","",1982-06-24,"Marie","Bac Plus2","Occasionnel","France","140 KM",2579.000000,2.000000,"Oui",1.000000,8.000000,8.000000,2.000000,0.000000,6.000000,3.000000
1.000000,"10496","Blanc","SOPHIE","Ventes","Sales Representative","1",1989-06-22,"Marie","Sans","Occasionnel","France","20 KM",3041.000000,1.000000,"Non",0.000000,5.000000,4.000000,3.000000,0.000000,2.000000,3.000000
1.000000,"10497","Besson","LILIANE","Ventes","Sales Representative","1",1995-06-21,"Celibataire","Sans","Occasionnel","France","220 KM",3447.000000,0.000000,"Non",1.000000,3.000000,3.000000,2.000000,1.000000,2.000000,2.000000
1.000000,"10498","Bertrand","ODILE","R&D","Manager","1",1972-06-26,"Marie","Bac Plus3","Occasionnel","France","30 KM",19513.000000,1.000000,"Oui",4.000000,26.000000,2.000000,2.000000,0.000000,1.000000,2.000000
1.000000,"10499","Bertin","VERONIQUE","R&D","Research Scientist","1",1994-06-21,"Marie","Sans","Occasionnel","France","60 KM",2773.000000,0.000000,"Non",0.000000,3.000000,2.000000,2.000000,2.000000,2.000000,3.000000
1.000000,"10500","Bernard","CHRISTIAN","Ventes","Sales Executive","2",1983-06-24,"Marie","Bac Plus3","Occasionnel","France","80 KM",7104.000000,0.000000,"Non",0.000000,6.000000,5.000000,0.000000,1.000000,2.000000,3.000000
1.000000,"10501","Berger","MONIQUE","R&D","Research Scientist","",1984-06-23,"Marie","Bac Plus3","Occasionnel","France","90 KM",6322.000000,1.000000,"Oui",1.000000,6.000000,6.000000,4.000000,0.000000,5.000000,2.000000
1.000000,"10502","Benoit","MAURICE PATRICK","R&D","Research Scientist","2",1986-06-23,"Marie","Bac Plus2","Nomade","France","30 KM",2083.000000,1.000000,"Non",1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10503","Benard","ODETTE","Ventes","Sales Executive","1",1963-06-29,"Celibataire","Sans","Occasionnel","France","10 KM",8381.000000,0.000000,"Non",7.000000,18.000000,14.000000,7.000000,8.000000,10.000000,2.000000
1.000000,"10504","Barthelemy","ANNIE","R&D","Research Scientist","1",1982-06-24,"Marie","Bac Plus5","Occasionnel","France","10 KM",2691.000000,1.000000,"Non",1.000000,10.000000,10.000000,9.000000,8.000000,8.000000,4.000000
1.000000,"10505","Barre","FRANCINE","Ventes","Sales Executive","1",1971-06-27,"Marie","Bac Plus3","Nomade","France","260 KM",4286.000000,2.000000,"Non",2.000000,5.000000,1.000000,1.000000,0.000000,0.000000,4.000000
1.000000,"10506","Baron","JEANNE","R&D","Laboratory Technician","1",1990-06-22,"Marie","Bac Plus2","Occasionnel","France","60 KM",2659.000000,1.000000,"Oui",1.000000,3.000000,3.000000,2.000000,0.000000,2.000000,2.000000
1.000000,"10507","Barbier","ELIANE","R&D","Manufacturing Director","1",1979-06-25,"Marie","Bac Plus2","Occasionnel","France","30 KM",9434.000000,1.000000,"Non",1.000000,10.000000,10.000000,7.000000,7.000000,8.000000,2.000000
1.000000,"10508","Bailly","MIREILLE","Ventes","Sales Executive","",1987-06-23,"Marie","Bac","Occasionnel","France","30 KM",5561.000000,1.000000,"Non",1.000000,6.000000,6.000000,0.000000,1.000000,2.000000,5.000000
1.000000,"10509","Aubry","CHRISTIANE","R&D","Research Scientist","1",1981-06-24,"Celibataire","Bac Plus3","Occasionnel","France","60 KM",6646.000000,0.000000,"Non",1.000000,17.000000,17.000000,11.000000,11.000000,8.000000,3.000000
1.000000,"10510","Aubert","CELINE","R&D","Healthcare Representative","1",1983-06-24,"Marie","Bac Plus2","Nomade","France","60 KM",7725.000000,1.000000,"Non",3.000000,15.000000,13.000000,11.000000,4.000000,7.000000,2.000000
1.000000,"10511","Arnaud","CLARA","RH","Human Resources","1",1962-06-29,"Marie","Bac Plus3","Occasionnel","France","190 KM",10725.000000,1.000000,"Non",2.000000,16.000000,9.000000,7.000000,7.000000,1.000000,1.000000
1.000000,"10512","Antoine","Patrice","R&D","Manufacturing Director","1",1980-06-24,"Marie","Bac","Occasionnel","France","90 KM",8847.000000,1.000000,"Oui",2.000000,13.000000,3.000000,2.000000,0.000000,2.000000,2.000000
1.000000,"10513","Andre","DELPHINE","R&D","Research Scientist","1",1989-06-22,"Celibataire","Bac Plus3","Occasionnel","France","30 KM",2045.000000,0.000000,"Non",0.000000,5.000000,4.000000,2.000000,1.000000,1.000000,0.000000
1.000000,"10514","Adam","Christine","R&D","Research Scientist","1",1996-06-20,"Celibataire","Sans","Occasionnel","France","100 KM",1009.000000,0.000000,"Oui",1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,5.000000
1.000000,"10515","Lefebvre","NADINE","R&D","Research Scientist","1",1983-06-24,"Celibataire","Bac Plus2","Nomade","France","30 KM",3348.000000,0.000000,"Oui",1.000000,10.000000,10.000000,8.000000,9.000000,7.000000,3.000000
1.000000,"10516","Lecomte","CLAIRE","R&D","Laboratory Technician","1",1981-06-24,"Marie","Bac Plus2","Sedentaire","France","30 KM",1281.000000,2.000000,"Non",1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,3.000000
1.000000,"10517","Leclercq","PATRICIA","R&D","Research Scientist","",1993-06-21,"Marie","Bac Plus2","Occasionnel","France","40 KM",2819.000000,1.000000,"Non",2.000000,5.000000,3.000000,2.000000,0.000000,2.000000,3.000000
1.000000,"10518","Leclerc","Cecile","Ventes","Sales Executive","1",1991-06-22,"Marie","Bac Plus2","Occasionnel","France","80 KM",4851.000000,1.000000,"Non",0.000000,4.000000,3.000000,2.000000,1.000000,2.000000,4.000000
1.000000,"10519","Martin","NICOLLE","Ventes","Sales Executive","",1978-06-25,"Celibataire","Bac Plus3","Occasionnel","France","70 KM",4028.000000,0.000000,"Non",0.000000,8.000000,7.000000,7.000000,0.000000,5.000000,2.000000
1.000000,"10520","Bernard","ARLETTE","R&D","Research Scientist","",1987-06-23,"Marie","Bac Plus3","Nomade","France","10 KM",2720.000000,1.000000,"Non",1.000000,10.000000,10.000000,7.000000,2.000000,8.000000,5.000000
1.000000,"10521","Thomas","NATHALIE","Ventes","Sales Executive","",1968-06-27,"Marie","Sans","Occasionnel","France","20 KM",8120.000000,0.000000,"Non",3.000000,12.000000,2.000000,2.000000,2.000000,2.000000,3.000000
1.000000,"10522","Petit","PATRICK","Ventes","Sales Executive","2",1989-06-22,"Marie","Sans","Nomade","France","30 KM",4647.000000,2.000000,"Oui",1.000000,6.000000,6.000000,5.000000,0.000000,4.000000,3.000000
1.000000,"10523","Robert","STEPHANE","R&D","Research Scientist","2",1979-06-25,"Celibataire","Bac","Occasionnel","France","100 KM",4680.000000,0.000000,"Non",3.000000,4.000000,1.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10524","Richard","MICHELE","R&D","Laboratory Technician","1",1966-06-28,"Marie","Sans","Occasionnel","France","280 KM",3221.000000,3.000000,"Oui",1.000000,20.000000,20.000000,8.000000,3.000000,8.000000,3.000000
1.000000,"10525","Durand","MARIE","R&D","Healthcare Representative","1",1982-06-24,"Celibataire","Bac Plus2","Occasionnel","France","90 KM",8621.000000,0.000000,"Non",1.000000,9.000000,8.000000,7.000000,7.000000,7.000000,3.000000
1.000000,"10526","Dubois","Philippe","Ventes","Sales Executive","1",1992-06-21,"Inc","Bac","Occasionnel","France","30 KM",4577.000000,0.000000,"Non",9.000000,4.000000,2.000000,2.000000,2.000000,0.000000,3.000000
1.000000,"10527","Moreau","MICHEL","R&D","Healthcare Representative","2",1977-06-25,"Celibataire","Bac Plus3","Occasionnel","France","20 KM",4553.000000,0.000000,"Non",1.000000,20.000000,20.000000,7.000000,11.000000,10.000000,4.000000
1.000000,"10528","Laurent","MICHELINE","Ventes","Sales Executive","",1984-06-23,"Celibataire","Bac Plus2","Occasionnel","France","100 KM",5396.000000,0.000000,"Non",1.000000,10.000000,10.000000,7.000000,0.000000,8.000000,2.000000
1.000000,"10529","Simon","MARIE NOELLE","Ventes","Sales Executive","1",1966-06-28,"Marie","Bac","Nomade","France","80 KM",6796.000000,1.000000,"Oui",3.000000,18.000000,4.000000,3.000000,1.000000,3.000000,4.000000
1.000000,"10530","Michel","PATRICIA","R&D","Healthcare Representative","1",1978-06-25,"Celibataire","Bac Plus3","Occasionnel","France","10 KM",7625.000000,0.000000,"Non",0.000000,10.000000,9.000000,7.000000,1.000000,8.000000,4.000000
1.000000,"10531","Lefebvre","VERONIQUE","R&D","Manufacturing Director","1",1989-06-22,"Marie","Bac","Occasionnel","France","10 KM",7412.000000,0.000000,"Non",1.000000,9.000000,9.000000,7.000000,0.000000,7.000000,3.000000
1.000000,"10532","Leroy","BERNADETTE","R&D","Research Director","1",1984-06-23,"Celibataire","Bac","Occasionnel","France","30 KM",11159.000000,0.000000,"Non",3.000000,10.000000,7.000000,7.000000,7.000000,7.000000,6.000000
1.000000,"10533","Roux","BRUNO","Ventes","Sales Executive","2",1969-06-27,"Celibataire","Bac Plus3","Occasionnel","France","140 KM",4960.000000,0.000000,"Non",2.000000,20.000000,7.000000,7.000000,1.000000,7.000000,2.000000
1.000000,"10534","David","AUDREY","Ventes","Sales Executive","",1976-06-25,"Marie","Bac Plus3","Nomade","France","50 KM",10475.000000,1.000000,"Oui",5.000000,20.000000,18.000000,13.000000,1.000000,12.000000,2.000000
1.000000,"10535","Bertrand","AURELIE","R&D","Research Director","",1963-06-29,"Marie","Bac Plus2","Occasionnel","France","70 KM",14814.000000,0.000000,"Non",3.000000,32.000000,5.000000,1.000000,1.000000,3.000000,3.000000
1.000000,"10536","Morel","EVELYNE","RH","Manager","1",1975-06-26,"Marie","Bac Plus3","Occasionnel","France","100 KM",19141.000000,3.000000,"Non",3.000000,23.000000,21.000000,6.000000,12.000000,6.000000,2.000000
1.000000,"10537","Fournier","SYLVIANNE","Ventes","Sales Executive","1",1956-06-30,"Celibataire","Bac Plus3","Occasionnel","France","160 KM",5405.000000,0.000000,"Non",8.000000,10.000000,2.000000,2.000000,2.000000,2.000000,1.000000
1.000000,"10538","Girard","Cecile","R&D","Manufacturing Director","",1989-06-22,"Marie","Bac","Nomade","France","100 KM",8793.000000,2.000000,"Non",1.000000,9.000000,9.000000,7.000000,1.000000,7.000000,4.000000
1.000000,"10539","Bonnet","MARCELLE","RH","Manager","",1975-06-26,"Marie","Bac Plus2","Occasionnel","France","10 KM",19189.000000,1.000000,"Non",1.000000,22.000000,22.000000,7.000000,2.000000,10.000000,3.000000
1.000000,"10540","Dupont","MICHEL","Ventes","Sales Representative","2",1966-06-28,"Marie","Bac Plus3","Occasionnel","France","80 KM",3875.000000,1.000000,"Non",7.000000,4.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1.000000,"10541","Lambert","MARIE ODILE","R&D","Research Scientist","1",1988-06-22,"Celibataire","Bac","Occasionnel","France","10 KM",2216.000000,0.000000,"Oui",7.000000,10.000000,7.000000,7.000000,3.000000,7.000000,4.000000
1.000000,"10542","Fontaine","VINCENT","R&D","Research Director","2",1980-06-24,"Marie","Bac Plus2","Sedentaire","France","80 KM",11713.000000,1.000000,"Non",9.000000,10.000000,8.000000,7.000000,0.000000,5.000000,2.000000
1.000000,"10543","Rousseau","CHRISTOPHE","R&D","Manufacturing Director","2",1978-06-25,"Celibataire","Bac Plus2","Occasionnel","France","10 KM",7861.000000,0.000000,"Oui",4.000000,10.000000,1.000000,0.000000,0.000000,0.000000,4.000000
1.000000,"10544","Vincent","ALAIN","R&D","Laboratory Technician","",1972-06-26,"Celibataire","Bac Plus2","Sedentaire","France","240 KM",3708.000000,0.000000,"Non",2.000000,9.000000,5.000000,2.000000,1.000000,4.000000,5.000000
1.000000,"10545","Muller","MARIE & THIERRY","Ventes","Sales Executive","1",1969-06-27,"Marie","Bac Plus2","Nomade","France","30 KM",13770.000000,2.000000,"Oui",9.000000,28.000000,22.000000,2.000000,11.000000,13.000000,2.000000
1.000000,"10546","Lefevre","MARIE CLAIRE","Ventes","Sales Executive","1",1986-06-23,"Marie","Bac Plus5","Occasionnel","France","270 KM",5304.000000,1.000000,"Non",7.000000,10.000000,8.000000,7.000000,7.000000,7.000000,2.000000
1.000000,"10547","Faure","Eric","Ventes","Sales Representative","1",1987-06-23,"Celibataire","Bac Plus2","Occasionnel","France","100 KM",2642.000000,0.000000,"Non",1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,6.000000
1.000000,"10548","Andre","CHRISTIANE","R&D","Research Scientist","1",1974-06-26,"Marie","Bac Plus2","Nomade","France","190 KM",2759.000000,0.000000,"Oui",6.000000,7.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1.000000,"10549","Mercier","JEANINE","Ventes","Sales Executive","1",1973-06-26,"Marie","Bac Plus2","Nomade","France","150 KM",6804.000000,1.000000,"Non",3.000000,7.000000,2.000000,2.000000,2.000000,2.000000,5.000000
1.000000,"10550","Blanc","VALRIE","R&D","Healthcare Representative","1",1982-06-24,"Celibataire","Bac","Occasionnel","France","80 KM",6142.000000,0.000000,"Non",3.000000,10.000000,5.000000,1.000000,4.000000,3.000000,2.000000
1.000000,"10551","Guerin","ANNE MARIE","R&D","Laboratory Technician","1",1993-06-21,"Marie","Sans","Occasionnel","France","90 KM",2500.000000,1.000000,"Non",1.000000,5.000000,4.000000,3.000000,0.000000,2.000000,2.000000
1.000000,"10552","Gilbert","VINCENT","RH","Human Resources","",1977-06-25,"Marie","Bac Plus2","Occasionnel","France","30 KM",6389.000000,1.000000,"Non",9.000000,12.000000,8.000000,3.000000,3.000000,6.000000,3.000000
1.000000,"10553","Germain","JEAN-JACQUES","R&D","Healthcare Representative","2",1960-06-29,"Marie","Bac Plus2","Occasionnel","France","90 KM",11103.000000,0.000000,"Non",7.000000,30.000000,10.000000,7.000000,1.000000,1.000000,1.000000
1.000000,"10554","Gerard","Philippe","R&D","Research Scientist","1",1976-06-25,"Celibataire","Sans","Occasionnel","France","20 KM",2342.000000,0.000000,"Oui",0.000000,5.000000,4.000000,2.000000,2.000000,3.000000,2.000000
1.000000,"10555","Gay","PATRICK","R&D","Healthcare Representative","2",1989-06-22,"Celibataire","Bac Plus2","Occasionnel","France","70 KM",6811.000000,0.000000,"Non",8.000000,9.000000,7.000000,6.000000,0.000000,7.000000,2.000000
1.000000,"10556","Gautier","AUDREY","Ventes","Sales Representative","",1987-06-23,"Marie","Bac Plus2","Occasionnel","France","100 KM",2297.000000,2.000000,"Non",1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000
1.000000,"10557","Gauthier","MARIE JOSE","R&D","Laboratory Technician","1",1963-06-29,"Celibataire","Bac Plus2","Occasionnel","France","60 KM",2450.000000,0.000000,"Non",2.000000,19.000000,2.000000,2.000000,2.000000,2.000000,4.000000
1.000000,"10558","Garnier","ANNETTE","R&D","Healthcare Representative","1",1981-06-24,"Marie","Bac Plus3","Sedentaire","France","20 KM",5093.000000,1.000000,"Non",2.000000,16.000000,1.000000,0.000000,0.000000,0.000000,2.000000
1.000000,"10559","Garcia","SANDY","R&D","Laboratory Technician","",1984-06-23,"Marie","Bac Plus3","Nomade","Belgium","240 KM",5309.000000,2.000000,"Non",1.000000,10.000000,10.000000,8.000000,4.000000,7.000000,2.000000
1.000000,"10560","Gaillard","BERNADETTE","R&D","Research Scientist","",1978-06-25,"Marie","Bac Plus5","Occasionnel","Belgium","20 KM",3057.000000,1.000000,"Oui",6.000000,6.000000,1.000000,0.000000,0.000000,1.000000,0.000000
1.000000,"10561","Francois","MARC","R&D","Manufacturing Director","",1982-06-24,"Marie","Bac Plus5","Occasionnel","Belgium","80 KM",5121.000000,1.000000,"Non",3.000000,7.000000,0.000000,0.000000,0.000000,0.000000,3.000000
1.000000,"10562","Fournier","MARC","Ventes","Manager","2",1964-06-28,"Marie","Bac Plus3","Occasionnel","Belgium","30 KM",16856.000000,0.000000,"Non",1.000000,34.000000,34.000000,6.000000,1.000000,16.000000,3.000000
1.000000,"10563","Fontaine","MARC","R&D","Research Scientist","",1983-06-24,"Celibataire","Bac Plus3","Occasionnel","Belgium","10 KM",2686.000000,0.000000,"Oui",1.000000,10.000000,10.000000,9.000000,7.000000,8.000000,2.000000
1.000000,"10564","Fleury","CHRISTIANE","Ventes","Sales Executive","1",1991-06-22,"Celibataire","Sans","Occasionnel","Belgium","260 KM",6180.000000,0.000000,"Non",1.000000,6.000000,6.000000,5.000000,1.000000,4.000000,5.000000
1.000000,"10565","Fernandez","CHRISTINE","Ventes","Sales Representative","1",1971-06-27,"Celibataire","Bac","Occasionnel","Belgium","20 KM",6632.000000,0.000000,"Non",0.000000,9.000000,8.000000,7.000000,3.000000,1.000000,3.000000
1.000000,"10566","Faure","MYRIAM","R&D","Research Scientist","1",1993-06-21,"Celibataire","Sans","Occasionnel","Belgium","100 KM",3505.000000,0.000000,"Non",1.000000,2.000000,2.000000,2.000000,0.000000,2.000000,3.000000
1.000000,"10567","Fabre","Eric","Ventes","Sales Executive","1",1969-06-27,"Celibataire","Bac","Nomade","Belgium","270 KM",6397.000000,0.000000,"Oui",4.000000,8.000000,5.000000,4.000000,1.000000,3.000000,2.000000
1.000000,"10568","Etienne","JEANNINE","Ventes","Sales Executive","1",1982-06-24,"Celibataire","Bac Plus2","Occasionnel","Belgium","20 KM",6274.000000,0.000000,"Non",1.000000,6.000000,6.000000,5.000000,1.000000,4.000000,5.000000
1.000000,"10569","Duval","AURELIE","R&D","Manager","1",1961-06-29,"Marie","Bac Plus2","Occasionnel","Belgium","20 KM",19859.000000,1.000000,"Oui",5.000000,24.000000,5.000000,2.000000,1.000000,4.000000,2.000000
1.000000,"10570","Durand","FLORENCE","Ventes","Sales Executive","2",1980-06-24,"Celibataire","Bac Plus3","Sedentaire","France","80 KM",7587.000000,0.000000,"Non",1.000000,10.000000,10.000000,7.000000,0.000000,9.000000,1.000000
1.000000,"10571","Dupuy","FLORENCE","R&D","Research Scientist","1",1964-06-28,"Marie","Bac Plus3","Sedentaire","France","190 KM",4258.000000,1.000000,"Non",0.000000,5.000000,4.000000,3.000000,1.000000,2.000000,3.000000
1.000000,"10572","Dupuis","JEANNINE","R&D","Laboratory Technician","1",1990-06-22,"Marie","Bac","Nomade","France","10 KM",4364.000000,1.000000,"Non",3.000000,5.000000,2.000000,2.000000,2.000000,0.000000,2.000000
1.000000,"10573","Dupont","AURELIE","R&D","Healthcare Representative","1",1987-06-23,"Marie","Bac Plus2","Occasionnel","France","270 KM",4335.000000,1.000000,"Non",4.000000,11.000000,8.000000,7.000000,1.000000,1.000000,3.000000
1.000000,"10574","Dumont","BERNADETTE","Ventes","Sales Executive","1",1990-06-22,"Celibataire","Bac Plus2","Occasionnel","France","80 KM",5326.000000,0.000000,"Non",6.000000,6.000000,4.000000,3.000000,1.000000,2.000000,2.000000
1.000000,"10575","Dumas","ANNE","R&D","Research Scientist","1",1982-06-24,"Celibataire","Bac Plus3","Occasionnel","France","10 KM",3280.000000,0.000000,"Non",2.000000,10.000000,4.000000,2.000000,1.000000,3.000000,2.000000
1.000000,"10576","Dufour","MARTINE","R&D","Manufacturing Director","1",1962-06-29,"Marie","Bac Plus3","Occasionnel","France","190 KM",5485.000000,2.000000,"Oui",9.000000,9.000000,5.000000,3.000000,1.000000,4.000000,4.000000
1.000000,"10577","Dubois","MARIANA","Ventes","Sales Executive","",1989-06-22,"Marie","Sans","Nomade","France","80 KM",4342.000000,1.000000,"Non",0.000000,5.000000,4.000000,2.000000,1.000000,1.000000,3.000000
1.000000,"10578","Deschamps","SUZANNE","R&D","Research Scientist","1",1979-06-25,"Inc","Sans","Occasionnel","France","100 KM",2782.000000,2.000000,"Oui",0.000000,6.000000,5.000000,3.000000,4.000000,3.000000,3.000000
1.000000,"10579","Denis","COLETTE","R&D","Manufacturing Director","1",1978-06-25,"Celibataire","Bac Plus3","Nomade","France","20 KM",5980.000000,0.000000,"Oui",6.000000,17.000000,15.000000,7.000000,4.000000,12.000000,2.000000
1.000000,"10580","Delaunay","MARTHE","R&D","Research Scientist","1",1982-06-24,"Celibataire","Bac Plus3","Occasionnel","France","20 KM",4381.000000,0.000000,"Non",1.000000,6.000000,6.000000,5.000000,1.000000,3.000000,3.000000
1.000000,"10581","David","JOCELYNE","Ventes","Sales Representative","1",1981-06-24,"Inc","Bac Plus3","Occasionnel","Belgium","80 KM",2572.000000,1.000000,"Non",1.000000,3.000000,3.000000,2.000000,0.000000,2.000000,1.000000
1.000000,"10582","Daniel","ANITA","R&D","Laboratory Technician","",1986-06-23,"Marie","Bac Plus2","Occasionnel","Belgium","10 KM",3833.000000,2.000000,"Non",3.000000,7.000000,2.000000,2.000000,0.000000,2.000000,2.000000
1.000000,"10583","Da","MARIE-FRANCE","R&D","Healthcare Representative","1",1976-06-25,"Marie","Bac","Nomade","Belgium","20 KM",4244.000000,1.000000,"Non",1.000000,8.000000,8.000000,7.000000,3.000000,7.000000,2.000000
1.000000,"10584","Cousin","MARTINE","Ventes","Sales Executive","1",1982-06-24,"Marie","Bac","Occasionnel","Belgium","80 KM",6500.000000,1.000000,"Non",5.000000,6.000000,3.000000,2.000000,1.000000,2.000000,1.000000
